bank,1,"['In', 'many', 'countries', 'banks', 'are', 'encouraged', 'to', 'issue', 'preferred', 'stock', 'as', 'a', 'source', 'of', 'Tier', '1', 'capital', '.']"
bank,1,"['Despite', 'the', 'incorrectly', 'spelled', 'bank', 'name', ',', 'the', 'bank', 'has', 'gone', 'on', 'to', 'establish', 'itself', 'in', 'the', 'region', '.']"
bank,1,"['The', 'bank', 'is', 'a', 'principal', 'co', '-', 'sponsor', 'of', 'the', 'Detroit', 'Free', 'Press', 'Flagstar', 'Bank', 'International', 'Marathon', 'and', 'also', 'sponsors', 'several', 'other', 'events', 'nationally', '.']"
bank,1,"['It', 'was', 'dominated', 'by', 'the', 'new', 'Republican', 'Party', ',', 'which', 'claimed', 'success', 'in', 'saving', 'the', 'Union', ',', 'abolishing', 'slavery', 'and', 'enfranchising', 'the', 'freedmen', ',', 'while', 'adopting', 'many', 'Whiggish', 'modernization', 'programs', 'such', 'as', 'national', 'banks', ',', 'railroads', ',', 'high', 'tariffs', ',', 'homesteads', 'and', 'aid', 'to', 'land', 'grant', 'colleges', '.']"
bank,1,"['Contact', 'and', 'control', 'over', 'the', 'money', 'supply', ',', 'including', 'immediate', 'liquidity', 'for', 'banks', ',', 'was', 'restored', 'within', 'hours', '.']"
bank,1,"['There', 'he', 'started', 'building', 'up', 'a', 'web', 'of', 'bank', 'accounts', 'and', 'companies', 'with', 'respectable', 'directors', ',', 'allegedly', 'with', 'the', 'intent', 'of', 'money', 'laundering', 'purposes', '.']"
bank,1,"['In', '1997', 'it', 'was', 'transformed', 'into', 'open', 'joint', 'stock', 'bank', 'and', 'renamed', 'to', 'Mezhprombank', '.']"
bank,1,"['The', 'NORD', 'LB', '(', 'abbreviation', 'for', 'Norddeutsche', 'Landesbank', '-', 'Girozentrale', ')', 'is', 'a', 'bank', 'in', 'Germany', '.']"
bank,1,"['Jesse', 'and', 'Frank', 'James', 'were', 'also', 'suspected', 'of', 'taking', 'part', 'in', 'that', 'robbery', ',', 'though', 'Jesse', 'would', 'not', 'be', 'publicly', 'identified', 'as', 'an', 'outlaw', 'until', 'December', '1869', ',', 'after', 'the', 'robbery', 'of', 'a', 'bank', 'in', 'Gallatin', ',', 'Missouri', ',', 'and', 'the', 'murder', 'of', 'the', 'cashier', ',', 'John', 'W.', 'Sheets', '.']"
bank,1,"['The', '1941', 'movie', 'Bad', 'Men', 'of', 'Missouri', 'was', 'a', 'Robin', 'Hood', 'type', 'movie', ',', 'that', 'featured', 'Cole', '(', 'played', 'by', 'Dennis', 'Morgan', ')', 'and', 'his', 'two', 'outlaw', 'brothers', 'fighting', 'the', 'bank', '.']"
bank,1,"['On', '13', 'December', '1990', 'United', 'Banking', 'Group', 'Limited', 'changed', 'its', 'name', 'to', 'United', 'Bank', 'Ltd', 'and', 'updated', 'its', 'registration', 'with', 'The', 'Reserve', 'Bank.', '[', 'http:', ""'"", 'List', 'of', 'registered', 'banks', 'in', 'New', 'Zealand', '-', 'past', 'and', 'present', ""'"", ']', ',', 'Reserve', 'Bank', 'of', 'New', 'Zealand', ',', 'Wellington', 'NZ', ',', 'Retrieved', 'July', '10', ',', '2007', '.']"
bank,1,"['The', 'government', 'authorities', 'were', 'instrumental', 'in', 'setting', 'up', 'Bayerische', 'Flugzeugwerke', 'AG', '(', 'BFW', ')', 'from', 'the', 'unprofitable', 'Otto', '-', 'Flugzeugwerke', 'In', 'February', '1916', ',', 'the', 'south', 'German', 'engineering', 'company', 'MAN', 'AG', 'and', 'several', 'banks', 'purchased', 'the', 'aircraft', 'builder', 'Otto', '-', 'Flugzeugwerke', '.']"
bank,1,"['Other', 'letters', 'of', 'credit', 'reference', 'might', 'be', 'written', 'by', 'banks', 'which', 'would', 'provide', 'basic', 'information', 'about', 'how', 'long', 'the', 'applicant', 'has', 'held', 'an', 'account', ',', 'what', 'type', 'of', 'account', 'it', 'was', ',', 'and', 'whether', 'or', 'not', 'there', 'were', 'any', 'overdrafts', 'or', 'late', 'payments', 'noted', '.']"
bank,1,"['Set', 'It', 'Off', 'is', 'a', '1996', 'drama', 'film', 'directed', 'by', 'F.', 'Gary', 'Gray', ',', 'and', 'stars', 'Jada', 'Pinkett', 'Smith', ',', 'Queen', 'Latifah', ',', 'Vivica', 'A.', 'Fox', 'and', 'Kimberly', 'Elise', ',', 'as', 'four', 'close', 'friends', 'from', 'Los', 'Angeles', 'who', 'decide', 'to', 'plan', 'and', 'execute', 'a', 'bank', 'robbery', '.']"
bank,1,"['If', 'you', 'said', 'the', 'US', ',', 'the', 'UK', ',', 'the', 'major', 'G7', 'banks', 'will', 'not', 'deal', 'with', 'offshore', 'bank', 'centers', 'that', 'don', ""'"", 't', 'comply', 'with', 'G7', 'banks', 'regulations', ',', 'these', 'banks', 'could', 'not', 'exist', '.']"
